,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,196.0,97.5,98.5,98.5,296.5,289.5,188.0,99.0,391.0,97.5,97.5,98.5,790.5,97.5,385.0,98.5,98.5,98.5,98.5
bzbyte.csv,196.0,89.5,98.5,95.5,8.5,99.0,282.5,24.5,874.5,99.0,97.5,98.5,0.0,97.5,99.0,98.5,98.5,98.5,0.0
chrysalis.csv,196.0,97.5,96.5,95.5,296.5,191.0,91.5,99.0,99.0,97.5,184.0,98.5,494.0,97.5,568.0,98.5,98.5,93.5,99.0
dspace-gsoc.csv,97.5,196.5,96.5,99.0,198.0,99.0,290.5,97.5,99.0,97.5,97.5,193.0,593.0,97.5,99.0,98.5,98.5,98.5,99.0
fbmanager.csv,196.0,97.5,98.5,94.5,98.5,94.5,188.0,99.0,390.0,97.5,97.5,98.5,197.0,97.5,286.5,89.5,98.5,98.5,99.0
fityk.csv,196.0,97.5,98.5,99.0,197.0,99.0,188.0,99.0,99.0,97.5,97.5,98.5,1184.5,97.5,99.0,89.5,98.5,98.5,99.0
fleet-simulator.csv,196.0,97.5,98.5,98.5,197.5,97.5,290.5,99.0,99.0,99.0,97.5,98.5,1086.0,97.5,99.0,98.5,98.5,98.5,99.0
freenet.csv,196.0,196.5,98.5,99.0,396.0,193.0,290.5,99.0,99.0,99.0,97.5,98.5,1184.5,97.5,99.0,98.5,98.5,98.5,99.0
google-caja.csv,196.0,97.5,98.5,95.5,395.0,99.0,286.5,99.0,99.0,97.5,97.5,98.5,593.0,97.5,99.0,98.5,98.5,98.5,99.0
k3b.csv,196.0,196.5,98.5,99.0,396.0,99.0,381.0,99.0,99.0,99.0,97.5,98.5,691.5,97.5,99.0,96.5,98.5,98.5,99.0
mediaportal.csv,94.5,165.0,70.5,89.5,97.5,191.0,91.5,99.0,194.0,96.5,97.5,98.5,871.5,62.5,190.0,84.5,118.0,93.5,96.5
myfaces.csv,196.0,97.5,98.5,98.5,98.5,99.0,192.0,97.5,388.5,97.5,97.5,98.5,1184.5,97.5,187.0,98.5,98.5,93.5,99.0
onotoa.csv,537.0,95.5,194.0,99.0,99.0,99.0,457.0,96.5,99.0,99.0,97.5,193.0,882.0,96.5,99.0,96.5,793.5,98.5,99.0
paintown.csv,196.0,194.5,98.5,99.0,297.0,99.0,290.5,99.0,99.0,99.0,97.5,98.5,1568.0,97.5,99.0,98.5,98.5,93.5,99.0
poormans.csv,196.0,97.5,95.5,95.5,197.5,191.0,188.0,97.5,587.5,99.0,97.5,98.5,1085.5,96.5,190.0,55.5,98.5,98.5,95.5
sqlpower-library.csv,196.0,196.5,98.5,98.5,396.0,97.5,290.5,99.0,99.0,99.0,97.5,98.5,1184.5,97.5,99.0,98.5,98.5,98.5,99.0
triplea.csv,196.0,196.5,98.5,97.5,396.0,99.0,290.5,99.0,99.0,99.0,321.0,98.5,888.5,97.5,585.0,98.5,98.5,98.5,99.0
xamj.csv,196.0,95.5,98.5,97.5,396.0,99.0,290.5,99.0,587.5,99.0,97.5,98.5,1184.5,97.5,99.0,96.5,98.5,98.5,99.0
