,0,1,2,3,4,5,6,7,8
kml.csv,0.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0
unicase.csv,0.29,0.31,1.0,0.9,0.31,1.0,0.9,0.31,1.0
zoolib.csv,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ontopia.csv,0.75,0.12,1.0,0.25,0.12,1.0,1.0,0.12,1.0
repositorium.csv,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
pgui.csv,0.8,0.8,0.8,1.0,0.8,0.8,1.0,0.8,0.8
ultimairis.csv,0.62,0.5,0.25,1.0,0.5,0.25,0.5,0.5,0.25
galaxium.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sigil.csv,1.0,1.0,1.0,0.83,1.0,1.0,0.83,1.0,1.0
ardour.csv,0.75,0.75,0.75,0.75,0.75,0.75,0.88,0.75,0.75
irplus.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xfce.csv,0.59,0.68,0.86,0.77,0.68,0.86,0.59,0.68,0.86
projecteqemu.csv,0.6,0.8,0.4,0.4,0.8,0.4,0.6,0.8,0.4
personalaccess.csv,0.0,0.67,1.0,0.67,0.67,1.0,0.67,0.67,1.0
pcsx2.csv,0.41,0.64,0.73,0.77,0.64,0.73,0.73,0.64,0.73
multitude.csv,0.43,0.43,0.57,0.86,0.43,0.57,0.86,0.43,0.57
virtuoso.csv,1.0,0.67,0.0,1.0,0.67,0.0,1.0,0.67,0.0
jrdf.csv,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
jgossipforum.csv,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ingex.csv,0.67,0.0,0.67,0.67,0.0,0.67,0.67,0.0,0.67
papertoolkit.csv,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
modplug.csv,0.8,0.6,0.8,0.2,0.6,0.8,0.6,0.6,0.8
xcmetadataservicestoolkit.csv,0.5,1.0,0.75,0.25,1.0,0.75,0.25,1.0,0.75
bionote.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openfrag.csv,0.33,0.5,0.5,0.17,0.5,0.5,0.83,0.5,0.5
super-tux.csv,0.6,0.5,0.9,0.7,0.5,0.9,0.7,0.5,0.9
uclmda.csv,1.0,1.0,1.0,0.87,1.0,1.0,1.0,1.0,1.0
glas.csv,1.0,0.0,0.5,0.25,0.0,0.5,1.0,0.0,0.5
itext.csv,1.0,0.67,1.0,0.67,0.67,1.0,1.0,0.67,1.0
pydev.csv,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
octet.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
auber.csv,0.8,0.6,0.6,1.0,0.6,0.6,0.8,0.6,0.6
rebecca-aiml.csv,0.2,0.8,0.6,0.8,0.8,0.6,0.6,0.8,0.6
dataobjectsdotnet.csv,0.25,0.17,0.83,0.25,0.17,0.83,0.17,0.17,0.83
jparsec.csv,0.14,0.86,0.43,0.43,0.86,0.43,0.43,0.86,0.43
twostep.csv,1.0,0.25,1.0,0.5,0.25,1.0,0.5,0.25,1.0
xbg.csv,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
joustsim.csv,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ofbiz.csv,0.58,0.37,0.89,0.37,0.37,0.89,0.58,0.37,0.89
kftpgrabber.csv,0.75,0.5,0.5,0.75,0.5,0.5,1.0,0.5,0.5
smartgwt.csv,0.71,0.71,0.71,0.86,0.71,0.71,1.0,0.71,0.71
img-browse-sort.csv,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
adobe-source.csv,0.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0
ibatisdb.csv,1.0,0.5,1.0,0.75,0.5,1.0,0.75,0.5,1.0
madman.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soar.csv,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5
lufa-lib.csv,0.89,0.78,0.61,0.89,0.78,0.61,1.0,0.78,0.61
somap.csv,0.29,0.29,0.86,0.43,0.29,0.86,0.57,0.29,0.86
netatalk.csv,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
google-web-toolkit.csv,0.15,0.42,0.96,0.62,0.42,0.96,0.81,0.42,0.96
megameknet.csv,0.8,0.8,0.4,1.0,0.8,0.4,1.0,0.8,0.4
power-architect.csv,0.5,0.0,0.75,0.75,0.0,0.75,0.75,0.0,0.75
enzo.csv,0.3,0.3,0.9,0.2,0.3,0.9,0.6,0.3,0.9
lite.csv,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
hannosset.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lportal.csv,0.95,0.9,0.0,0.95,0.9,0.0,0.9,0.9,0.0
geotools.csv,0.62,0.75,0.12,1.0,0.75,0.12,1.0,0.75,0.12
xined.csv,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
reaper3d.csv,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
openmsx.csv,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4
loki-lib.csv,0.75,0.25,0.25,0.5,0.25,0.25,1.0,0.25,0.25
lphant.csv,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ns-3-dev-def-routing.csv,0.58,0.67,0.33,0.83,0.67,0.33,0.75,0.67,0.33
wxcode.csv,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
